id,title,content
1613,Article 1613,d-- DR. FAUCI: Right. MARGARET BRENNAN: --President Xi told him that. DR. FAUCI: Right. MARGARET BRENNAN: Is that how the virus actuall
1614,Article 1614,"y works? DR. FAUCI: This virus, we don't know. But it is not unreasonable to say that influenza, for example, which peaks in the winter"
1615,Article 1615,", you would certainly expect it by March, April and May to taper down, as well as typical common cold coronaviruses. That's not an unre"
1616,Article 1616,"asonable statement. However, we do not know what this particular virus is gonna do so. So we would think it would be a stretch to assum"
1617,Article 1617,e that it's going to disappear with the warm weather. We don't know that. It's completely unknown. MARGARET BRENNAN: You said recently 
1618,Article 1618,"that you could have some kind of vaccine within a year or so. DR. FAUCI: Right, right. MARGARET BRENNAN: How do you speed up that timel"
1619,Article 1619,"ine and how do you fix the problem you said you have, which is finding a manufacturer? DR. FAUCI: Right. Well, first of all, MARGARET, "
1620,Article 1620,"that one year timeline would be the world's indoor record of ever getting a vaccine out, at least to be able to early deploy. You can't"
1621,Article 1621,"do any better than that. If you go any faster, you'll be cutting dangerous corners. MARGARET BRENNAN: And no manufacturer, yet?"
1622,Article 1622,"DR. FAUCI: Oh yeah manufacturers. Once you get a vaccine that, you know works, the difficulty is having companies take that risk of hun"
1623,Article 1623,dreds and hundreds of millions of dollars to scale up to make it available. MARGARET BRENNAN: All right. So you're still looking for a 
1624,Article 1624,partner on that? DR. FAUCI: I think we're gonna get them-- MARGARET BRENNAN: OK. DR. FAUCI: --because I'm seeing interest on the part o
1625,Article 1625,"f pharmaceutical companies that we did not see with SARS and other outbreaks. MARGARET BRENNAN: Dr. Fauci, thank you for this update. I"
1626,Article 1626,appreciate it. CBS Evening News Cory Booker joins historically diverse field of candidates in 2020 race evening-news By Ed O'Keefe
1627,Article 1627,"February 1, 2019 / 6:36 PM EST / CBS News Washington — New Jersey Sen. Cory Booker announced Friday he's running for president, making "
1628,Article 1628,"him the fifth Democrat to officially join the 2020 race. Three others have launched exploratory committees. ""I'm going to run a race ab"
1629,Article 1629,"out not who I'm against or what I'm against, but who I'm for and what I'm for,"" Booker said. He said he was running for president to re"
1630,Article 1630,store civic grace in America. The 49-year-old Rhodes Scholar and former mayor of Newark chose the first day of Black History Month to j
1631,Article 1631,"ump into the race. His first moves, including interviews targeting Latinos and African Americans, are designed to win over those most l"
1632,Article 1632,"oyal Democrats. For example, last year, 90 percent of black voters backed Democratic candidates for Congress. In 2016, they were a quar"
1633,Article 1633,ter of Democratic primary voters nationwide and more than six in 10 in the early primary state of South Carolina. The 2020 contenders
1634,Article 1634,Medicare for All emerges as first litmus test for 2020 Democratic contenders Booker joins a historically diverse field that is speaking
1635,Article 1635,"far more openly about race. In an interview with ""Face the Nation"" moderator Margaret Brennan airing on Sunday, President Trump said he"
1636,Article 1636,"'s unimpressed with Booker. ""He's got no chance,"" he said. On Friday, a notable apology came from Massachusetts Sen. Elizabeth Warren, "
1637,Article 1637,who is set to formally announce her candidacy next week. She reached out to leaders of the Cherokee Nation to apologize for taking and 
1638,Article 1638,"releasing a DNA test last fall showing she had a trace of Native American ancestry, something Mr. Trump has repeatedly mocked."
1639,Article 1639,"The tribe said they ""are encouraged by this dialogue"" and ""hope that the slurs and mockery of tribal citizens and Indian history and he"
1640,Article 1640,"ritage will now come to an end."" U.S. John Krasinski is throwing a virtual prom for the class of 2020 By Caitlin O'Kane April 17, 2020 "
1641,Article 1641,"/ 11:38 AM EDT / CBS News Like many events, proms and graduations across the U.S. have been canceled due to social distancing guideline"
1642,Article 1642,s. High school seniors will miss out on the typical milestones many kids spend their teen years looking forward to. Actor John Krasinsk
1643,Article 1643,i said he couldn't stand the thought of so many kids missing prom — so he's going to throw them one. Krasinski announced on social medi
1644,Article 1644,"a he would hold a virtual prom on Friday night for all the kids in the class of 2020. ""The Office"" star has been posting daily episodes"
1645,Article 1645,"of his new digital show, ""Some Good News,"" to spread joy during this dark time. He posted an invitation to his virtual prom on the show"
1646,Article 1646,'s Instagram page. The location: YouTube Live. The dress code: Formal. Featuring: John Krasinski and friends. The livestream will begin
1647,Article 1647,"at 8:00 p.m. ET, according to the invite. The star also shared a photo of himself at his own prom in 1997. ""We know it's been hard for "
1648,Article 1648,"some of you to be missing prom, so we're bringing prom to YOU,"" he wrote in the caption. View this post on Instagram Your formal #SGNPr"
1649,Article 1649,om invitation 🕺🏻💃⁠⠀ ⁠⠀ Who's coming? Tag your friends below and make sure you tune in on YouTube Live. We've got more than a few surpri
1650,Article 1650,"ses for you up our sleeve. A post shared by Some Good News (@somegoodnews) on Apr 16, 2020 at 2:15pm PDT This is just one of the many t"
1651,Article 1651,"hings Krasinski has done to brighten people's lives during this unprecedented time. On each episode of ""Some Good News,"" he shares stor"
1652,Article 1652,"ies of hope and inspiration. He has even invited some famous friends on the show, including Robert De Niro, who served as the show's we"
1653,Article 1653,"atherman, and his ""The Office"" cast mate Steve Carrel also joined. In another episode, Krasinski, who is from the Boston area, and Bost"
1654,Article 1654,on Red Sox legend David Ortiz surprised a group of hospital workers with Red Sox tickets for life. Krasinski invited nurses and respira
1655,Article 1655,tory therapists from Beth Israel Deaconess Medical Center in Boston as guests via teleconference to thank them for their service during
1656,Article 1656,"the coronavirus pandemic. Ortiz later appeared and expressed gratitude to them as well. In another ""Some Good News"" episode, the actor "
1657,Article 1657,"surprised a 9-year-old girl named Aubrey, whom he dubbed ""heartbreak correspondent,"" with a ""Hamilton"" performance. Krasinski enlisted "
1658,Article 1658,Lin-Manuel Miranda and other stars from the Broadway musical to join their video conference and start singing songs from the show for o
1659,Article 1659,"ne very positive ""zoom bombing"" incident. CBS Mornings Deval Patrick on why he can ""break through"" crowded 2020 Democratic field"
1660,Article 1660,"cbs-mornings By Nicole Brown Chau November 14, 2019 / 11:42 AM EST / CBS News Deval Patrick, who announced Thursday that he is running "
1661,Article 1661,"for president, said on ""CBS This Morning"" he changed his mind about entering the 2020 race because he sees an opportunity ""for big idea"
1662,Article 1662,"s."" The former Massachusetts governor called the current field of Democrats ""really talented,"" but questioned if they could ""pull the n"
1663,Article 1663,"ation together."" ""We seem to be migrating to, on the one camp, sort of nostalgia — let's just get rid, if you will, of the incumbent pr"
1664,Article 1664,"esident and we can go back to doing what we used to do,"" he said. ""Or, you know, it's our way, our big idea, or no way. And neither of "
1665,Article 1665,"those, it seems to me, seizes the moment to pull the nation together."" Patrick, 63, said on ""CBS This Morning"" in June, that it would b"
1666,Article 1666,"e hard to ""break though"" the field of Democrats ""without being a celebrity or sensationalist."" However, on Thursday, he said ""you can't"
1667,Article 1667,"know if you can break through if you don't get out there and try."" Making his announcement less than three months before the Iowa caucu"
1668,Article 1668,"s, he said his life experiences help him relate to struggling Americans today. ""The anger and anxiety that I hear about and I read abou"
1669,Article 1669,"t and I see and I witness and listen to in all kind of corners of the country today is familiar to me for the same reasons, having grow"
1670,Article 1670,"n up on the South Side of Chicago, the sense that the economy just kind of gets up and kicks you to the curb,"" he said. ""I've been wait"
1671,Article 1671,"ing for a moment like this my whole life,"" he said. ""I don't mean a moment to run for president but a moment when the appetite for big "
1672,Article 1672,"ideas is big enough for the size of the challenges we face in America."" When pressed about his stance on certain issues, Patrick said h"
1673,Article 1673,"e doesn't support Medicare For All ""in the terms we've been talking about,"" but supports a public health care option. He said he suppor"
